filename,text,total
b3200f1b32,हाल काठमाडौँ विश्वविद्यालयमा,28
146c97a360,टाइलहरूमा प्रयोग गरिएको थियो,28
dc7c08dd4a,प्रतिपादित सिद्धान्त मान्यता,28
7f3e61b22a,वर्तमान अन्वेषकहरूले विभिन्न,28
9f722d0845,नेपालको राष्ट्रदेवता मानिन्छ,28
dd4ace10d9,देवीदेवताहरूको त के कुरा भयो,28
7e6e67a21c,जातिहरू शास्त्रहरूका पठनपाठन,28
71de7fcef9,नयाँ बिमारीहरू र संसाधनहरूको,28
a5eaad3028,भौतिक सुविधासम्पन्न विद्यालय,28
19e2d75d14,तथा अन्तर्राष्ट्रिय समाजवादी,28
8694d7694d,उन्नाइसौँ शताव्दीको मध्यदेखि,28
8696bc1e0c,त्यसबेलासम्म सिमीकोटमा अदालत,28
fb29ae17cf,वंशावलीहरूमा सबैभन्दा पुरानो,28
b96dd93856,विमान इन्जिनियरिङमा स्नातकको,28
f1f0bd5d59,कविताको इतिहासलाई भिन्नभिन्न,28
e48ee74980,शिवप्रसाद रौनियारद्वारा भएको,28
a8c2623ee3,गुलजारद्वारा भूमिका निभाइएको,28
dc6d228c67,टीकाहरूमा स्कंदश्वामीको टीका,28
3bfc7c4ab5,गोखुङ्गा अर्घाखाँची जिल्लाको,28
379b9b8217,पछाडिको भाग प्रयोग गर्नुपर्छ,28
37a2cffdfc,शङ्कराचार्यको अद्वैत दर्शनको,28
4c0cc51704,मध्यपश्चिमी हिमाली क्षेत्रमा,28
b9814b466f,वेदान्त दर्शनको प्रचारप्रसार,28
2e3d63c4d0,किचनरले अनिवार्य सैन्यसेवामा,28
86612ba669,विश्वको पनि अत्युत्तम कृति छ,28
12a77acaf9,तिब्बतको नाभिकीय हतियारहरूको,28
4c2760a1fd,सान्तोसा क्लबबाट मैत्रीपूर्ण,28
6894fad6d4,हुनुहुने परमात्मालाई उपेक्षा,28
149c256933,बागमती उत्तरवाहिनी तीर्थस्थल,28
2e32c7ca10,अभिनेता महाराष्ट्रको तुलनामा,28
4c1ed24e25,उत्पादन सेवाहरूका आदानप्रदान,28
fd7f42cede,नाभिकमा अवस्थित प्रोटोनहरूको,28
e3f73f624c,हानिकारक विकिरणहरू छोडिरहेको,28
019cf83643,शताब्दीमा पहिलोपल्ट प्रस्तुत,28
a5d9bf78be,राष्‍ट्रपतिलाई भारतको नागरिक,28
e3fdec671c,वैज्ञानिक दृष्टिकोणले बाँसको,28
e3feda0855,झाँक्री स्थानप्रतिको श्रद्धा,28
75733bef49,चेल्सीले फाइनलमा म्यानचेस्टर,28
dc86acafb4,स्पष्ट व्याख्याबाट व्यक्तिले,28
a5f2866b01,कार्यक्रमहरूमा अतिथिको रूपमा,28
2ac5c7074f,चिन्तनलाई पुनर्जीवित तुल्याई,28
3597f9be91,सैन्य अधिकारीका आश्रितहरूलाई,28
2aa7d2a00c,सञ्चारमाध्यमले सबैभन्दा धेरै,28
7eda037f70,हानिकारक विकिरणहरू छोडिरहेको,28
7e724d341d,तन्त्रशास्त्रमा सिद्धको अर्थ,28
a623f37e12,सम्बन्ध र मानव अधिकारप्रतिको,28
7f0a4a0f93,गरिएको वर्णनप्रधान निबन्धलाई,28
b2f503936e,बनाउनाले पर्यावरण परिवर्तनको,28
a63ae19dee,बगैंचा सञ्चालनमा ल्याइएको हो,28
b98e827811,शकुन्तलाको विवाह दुष्यन्तसित,28
7189e10917,र उपभोग्य वस्तुहरूको आपूर्ति,28
3c21ab4c8d,अनुसार संयुक्त राष्ट्रसङ्घका,28
fdab520c98,यलम्बर भैरवलाई विराजमान गराई,28
a63fd4bb04,हातखुट्टाको चाल हाउभाउद्वारा,28
7ecd73f010,रेडियोधर्मी तत्त्वको बिस्तार,28
51363b8a23,कालीप्रसादको भक्तिदूत आउँछन्,28
7ecd87b649,सामान्य सिद्धान्त अन्तर्गतको,28
513794c260,मलाइकाको अस्तित्वको मान्दछन्,28
b9d3ab6511,त्यस्ता विषयहरूसँग सम्बन्धित,28
74590d89a4,गाविसको पूर्वमा सानुसिरुवारी,28
2a0213c329,कुल मतदाताहरूको बहुसङ्ख्याको,28
61e8aaa0ff,जग्गाधनीलाई प्रमाणपत्र वितरण,28
9f66555bff,पुराणहरूमा आधारित कपोलकल्पित,28
e4467f8f54,विभाजनद्वारा तत्कालीन पूर्वी,28
dc4af1ad01,यस जिल्लाहरूको कुल क्षेत्रफल,28
7f07fea4a9,मङ्गोलियामा विद्यमान रहेको छ,28
a62f8418ba,प्रमुख पेशेवर प्रतियोगिताहरू,28
7c10b4393d,भरेपछि तुरुन्तै नम्बर पाइन्छ,28
6202e941b6,क्षेत्रको विकास र प्रबर्द्धन,28
7c0b2e8d6b,निर्माणले थुप्रै कठिनाइहरूको,28
7411420d8d,सम्भावनाहरूको अध्ययन गरिन्छ।,28
0d3b762532,पूर्वकारी उत्परिवर्तन भनिन्छ,28
0b6fa43335,गणेशजीको प्रतिमा टाँस्नुपर्छ,28
dcbed6a89d,शरद्चन्द्र शर्मा भट्टर्राईको,28
e43c17b352,राष्‍ट्रपतिलाई भारतको नागरिक,28
fb1d082841,कुमारवर्ती नवलपरासी जिल्लामा,28
4bf305f9a6,रङ्गनाथका अनुवर्ग सूचीकल्पको,28
3055ff9a15,मलेसिया श्रीलङ्का थाइल्याण्ड,28
fb18e8f558,उन्नाइसौँ शताब्दीको अन्तिमको,28
14d7799786,ज्योतिषीय सिद्धान्तका आधारमा,28
2a0bb5d2b3,फोलिकलको फोलिकुलर एन्ट्रमबाट,28
7ebfcb90ee,संरक्षण सुरक्षा सम्बर्द्धनमा,28
9f09fc6311,नेपाल राष्ट्रिय विद्यापीठ हो,28
ef5ce1661a,तान्जानियाको संयुक्त गणराज्य,28
a01e25e767,क्रममा तेजबहादुरकै सिफारिसमा,28
a8d7101b20,पोखरीचौरी नेपालको मध्यमाञ्चल,28
a5741e6c3d,लेखक तथा हास्यव्यङ्यकार हुन्,28
687d3680ab,चरणहरूमा वा परिवर्तनको विशेष,28
2dff2ea25b,ग्रहहरू आफ्नो भ्रमणको क्रममा,28
dd1b4e6c17,टाइलहरूमा प्रयोग गरिएको थियो,28
2e02d23d5e,परिणामस्वरूप केही सामग्रीबाट,28
a5937c2ff0,नेपालका केन्द्रीय अस्पतालहरू,28
303bd66c8a,विभिन्न धाराहरूमा गुणवत्ताको,28
3bb4180036,जसको वंशानुक्रम इन्हेरिटेन्स,28
ef38c57530,क्षेत्रको विकास र प्रबर्द्धन,28
58b260808c,केन्द्रीय सांस्कृतिक विभागका,28
e38b6d548e,साउथ अस्ट्रेलियाका उपनिवेशमा,28
7c2628e84c,डोजोको संगठनात्मक संबद्धताको,28
85fef95e8b,वुड्सको अनुपस्थितिले संयुक्त,28
3bd99ab061,स्वतन्त्रताको प्रस्ताव सुनाए,28
15546e45f6,आफ्नो प्रतिनीधिहरूलाई चुन्दछ,28
85d4c22257,जातिहरू शास्त्रहरूका पठनपाठन,28
3b8a81c95b,दाजुहरू शुकदेव देवीचन्द्रलाई,28
2a87c9650b,राजधानीको सरस्वती क्याम्पसमा,28
f1c260e345,गृहनिर्माण प्रकाशन ध्वजारोहण,28
2a843780a1,आफन्त नातागोता कुलकुटुम्बलाई,28
0b733ecd69,जनसङ्ख्या हुनुपर्ने स्थितिको,28
a675b6a1d1,जिल्लाको लेवाडी ढिकुरपोखरीमा,28
2a7faef03c,महान सफलताहरूमा सर्वोत्कृष्ट,28
740415eb2d,ठाकुरद्वारा बर्दिया जिल्लामा,28
74062fa0d6,न्यायशास्त्र थुप्रै भागहरूमा,28
b3a05fe473,प्रजातान्त्रिक आन्दोलन पछिको,28
9fdb5c4039,प्रवृत्तिका कविताहरू सिर्जना,28
a8d582d96e,एकदम मान्छेलाई प्रभावित गर्छ,28
011c47cc5d,गणेशजीको प्रतिमा टाँस्नुपर्छ,28
3ba4599110,मानवयुक्त अन्तरिक्ष यात्रामा,28
3bb757db8b,दक्षिणकाली मन्दिरमा प्रायजसो,28
9f99710ad0,भारतीय राज्य आन्ध्र प्रदेशको,28
dd047e3fd5,त्यसैले नक्षत्रका अधिदेवताका,28
a5a8bca244,पुष्पभक्तले बोर्डफर्स्ट भएको,28
0351fb8539,सिन्धुपाल्चोक मकवानपुर चितवन,28
6649a2650c,भन्ने बोलको गीतव निकै चर्चित,28
58a6ec1918,राजधानी अन्हिलवाडालाई लुट्यो,28
2ea955428b,काङ्ग्रेसका कार्यवाहक सभापति,28
741180a33a,व्यङ्ग्यका रूपमा पनि हेरिन्छ,28
dcc1d0f7ce,राष्ट्रिय चलचित्र पुरस्कारमा,28
51566cd2d4,माओवादीको जनमुखी कार्यदिशाका,28
a5bd71c922,स्थानीय विश्वास आदिको आधारमा,28
527379ae54,सङ्घर्षका कार्यक्रमहरू घोषणा,28
51ff201f6f,प्रेमाख्यान काव्यहरूमा यस्ता,28
664c5a7d99,केशरी कुमारी शर्मा हुनुहुन्छ,28
71b8e4dabb,कलाकार निमोनियाबाट पीडित थिए,28
5a4759fdda,गाविसहरूको बारेमा लेख्नुहोला,28
e3d5da9516,हास्यव्यङ्ग्य निबन्ध सङ्ग्रह,28
0d3a268dc3,यी प्रतिक्रियाहरू उत्तरोत्तर,28
152b68187b,पदार्थहरूलाई शरीरभन्दा बाहिर,28
7f91ac2e88,ईश्वरद्वारा मनुष्यलाई प्रदान,28
b70bbf9e42,सांस्कृतिक परम्पराको मर्यादा,28
a328133abd,मलेसिया श्रीलङ्का थाइल्याण्ड,28
f1d19f76c5,एउटा प्रसिद्ध अभिनेत्री हुन्,28
dcfe92f398,प्याजीकाने बुङ्गेचरा नेपालमा,28
8622cc16de,कालीगण्डकी पूर्वतर्फ मोडिन्छ,28
e4c730d5ba,टेक्नोलोजी काठमाडौँ जिल्लामा,28
50b7186942,पूर्वी अस्ट्रेलियाको अधिकांश,28
0b8e4bea53,सामान्य सिद्धान्त अन्तर्गतको,28
a392055d5b,समानुपातिक तर्फ नेकपाएमालेका,28
b6d257a0bf,तिनीहरूमध्ये चौधमा तिनीहरूले,28
7cc2e5bc3c,सुनवल पाल्पालगायतका आक्रमणमा,28
3a343ff026,जग्गाधनीलाई प्रमाणपत्र वितरण,28
b6d0b590c6,बोसको माइक्रोवेभ अनुसन्धानको,28
4c43e7b535,प्याङमा विभिन्न देवीदेवतालाई,28
0c3f099f67,पुष्पभक्तले बोर्डफर्स्ट भएको,28
609143a99d,इतिहासको पूर्वसन्ध्यासँगै यस,28
b547744b6a,वंशावलीहरूमा सबैभन्दा पुरानो,28
803e43a8d2,सिन्धुपाल्चोक मकवानपुर चितवन,28
81973e818a,पिता र्इन्द्रकुमार श्रेष्ठको,28
b944ba2482,प्रतिस्पर्धात्मक क्षमता कसरी,28
7fa335ab47,प्राकृतिक सिकारीहरू हुँदैनन्,28
e3b39f6abd,दक्षिण अमेरिका र फिलिपिन्सका,28
b948080b99,सिद्धान्तको आधार बन्न पुग्यो,28
0b8761e10d,स्थापना गर्नुपर्ने संस्थाहरू,28
37d9e26530,अप्रिलदेखि अक्टोबरसम्म बिहान,28
300278b7ef,सञ्चारमाध्यमले सबैभन्दा धेरै,28
72053fdf59,यसले रिफ्लेक्सन रिफ्र्याक्सन,28
59431657a6,माटोबारेको रूमानी वर्णनहरूका,28
837b46ae52,कार्यक्रमहरूमा अतिथिको रूपमा,28
16b43e71f8,ज्योतिषीय सिद्धान्तका आधारमा,28
a8293a6a07,राष्ट्रिय आन्दोलनको दबाइएपछि,28
363e174fef,जस्तै कि बीजगणितको समस्याहरू,28
83984b89d6,डालेचुकमा नयाँनयाँ प्रविधिको,28
b52fa186cc,कालीगण्डकी पूर्वतर्फ मोडिन्छ,28
0245cb880e,नौल्याई विषयवस्तुगत व्यापकता,28
b6e5fbc5ed,कुरालाई साङ्गोपाङ्गो केलाउने,28
0c3b184762,रूद्रायणीदेवीले नुहाउने उक्त,28
a3bb452697,लायोन्सका नेतृत्वमा सजिलैसित,28
a3cbd852cc,विभिन्न संस्थामा संलग्न छिन्,28
72b6328572,पार्नुअघि लेखिने स्क्रिप्टका,28
b54e6c04f4,अन्तर्राष्ट्रिय परमाणु ऊर्जा,28
2bf644227e,प्रबर्द्धनसँग सुम्पिएको थियो,28
72b7176a3b,स्वास्थ्यको समस्याहरूको कारण,28
61739ba384,श्यामसुन्दर राजवंशीका अनुसार,28
7343ee26ed,त्रुटिहरू सुधार्न सक्नुहुन्छ,28
e5c197649e,त्यो ईश्वरलाई अल्लाह भन्दछन्,28
72bbd12aae,कालीगण्डकी पूर्वतर्फ मोडिन्छ,28
b562ae4882,तर अर्को खबरले पुष्टि गर्‍यो,28
0c4956d193,कामतापुर अधिराज्यको भाग थियो,28
834bf7341a,र उनी र्यान्डोल्फ विद्यालयमा,28
4e4f4283d2,उत्पादन सेवाहरूका आदानप्रदान,28
9ed9a3c186,विभिन्न तरकारीजन्य पदार्थहरू,28
a38627a030,सर्वोच्च अदालतको फैसलाअनुसार,28
5a6c0210f7,क्षमताको जलाशययुक्त आयोजनाका,28
67119c80fc,वनस्पति र यसको फललाई चिनिन्छ,28
6175a7e2ed,न्यायपालिका आदिको ग्यारेन्टी,28
e16d64dd41,अब मैले पहिलेकै रूपमा ल्याएर,28
17d3b277dc,लिमिटेड नेपाल राष्ट्र बैंकको,28
2f449d69d7,नारायणगढमा विरोध जुलुस गर्दा,28
1363878281,प्रकाशलाई विद्युतीय सिग्नलमा,28
4f9d681321,शङ्कराचार्यलाई क्रोधित देखेर,28
67ac046a1f,कार्य ज्ञानु तिमल्सिनाद्वारा,28
4deccfa12d,मिला प्रोडक्सनद्वारा निर्मित,28
a1d2e0e047,पु्रडेन्सियल फाइनान्स कम्पनी,28
6112887202,नेपाली काङ्ग्रेसले सत्याग्रह,28
3a57641478,सम्बद्ध रोगले असाध्यै सताउँछ,28
52bbf85ec2,दाजुहरू शुकदेव देवीचन्द्रलाई,28
fcf85f82d3,अप्रिलदेखि अक्टोबरसम्म बिहान,28
8357930171,शृङ्खला क्रियाहरूका फलस्वरूप,28
b6a87ecfb1,अपडेडहरूमा दुनियालाई खुम्चाई,28
16bc74f0db,प्रचलित प्रबन्धमा लेन्थेनाइड,28
4e43c05b7a,विजयको कारण भएको बताउनुहुन्छ,28
7f14f6938f,ऐतिहासिक कास्कीकोट उपत्यकाको,28
3c1f6ece97,आधारमा प्रयोग गरिएका हुन्छन्,28
2bb2abc107,पोट्लाको लेबालोको निर्देशनमा,28
b2358664d5,क्रममा तेजबहादुरकै सिफारिसमा,28
5202f134b5,र त्यसमा जनताको हिस्सेदारीको,28
591e60374f,नरसिंहभक्त तुलाचनद्वारा भएको,28
a85aedaa90,सर्वोच्च अदालतको फैसलाअनुसार,28
2fc33756de,निर्दलीय पञ्चायती व्यवस्थाको,28
83f7bd7e5d,उन्नाइसौँ शताब्दीको अन्तिमको,28
4de0d60ee3,सबैभन्दा प्रमुख व्यक्तित्वको,28
b4c16f3e3b,पृथ्वीदेखि सम्बन्धित अधिकांश,28
fc3337e0da,प्रतिपादित सिद्धान्त मान्यता,28
b4ce5ace57,दक्षिण अमेरिका र फिलिपिन्सका,28
839d253708,अस्ट्रेलियाको प्रतीक बनेको छ,28
b4f19e41be,राजधानीको सरस्वती क्याम्पसमा,28
2f448a2d21,यस जिल्लाहरूको कुल क्षेत्रफल,28
13fed5a842,पूर्वाषाढामा जन्मिएका जातकले,28
17d9613731,राज्यको राजधानीलाई यातायातको,28
e1c720c6a7,सन्धिअन्तर्गत सुम्पनु पर्‍यो,28
dfa46f2682,अस्ट्रेलियालाई संयुक्त राज्य,28
6119ac0574,लागि मेटेरियल्स् इन्टरनेटबाट,28
ee5798b89f,विकासक्षेत्रको सगरमाथा अञ्चल,28
a1ce51e919,सम्बद्ध रोगले असाध्यै सताउँछ,28
1673e7540d,खाद्यान्नलाई सुरक्षित ढङ्गले,28
f04f17cdfd,वृहस्पति प्रधान भएको व्यक्ति,28
4eb8db4726,प्रजातन्त्रवादी नेता नेपालको,28
7363535b40,यसले रिफ्लेक्सन रिफ्र्याक्सन,28
02c1264fa7,अन्तर्राष्ट्रिय हवाई मैदानको,28
166bb6fbc7,प्रधानद्वारा लेखिएको कृति हो,28
813c17a6a9,कविताको आत्मकथा प्यासीद्वारा,28
a400eb27d1,अन्तर्राष्ट्रियस्तरको ख्याति,28
812fe449bd,पहिले गरिएको कार्यवाहीहरूबाट,28
3633c72d38,जनबोलीमा एउटै कुरालाई जोड्दै,28
834793f13a,प्रत्याशी प्राय मतदाताहरूलाई,28
3a06c7e896,हुँदै बद्रिकाश्रमसम्मको पैदल,28
67ad537c70,मृत्युपर्यन्त उपयोगी मानिन्छ,28
833f5aef52,च्याउमा प्रोटिन भिटामिनहरूमा,28
f0550ed8b7,न्यायशास्त्र थुप्रै भागहरूमा,28
e60bea52ee,आँसु सिद्धिचरण श्रेष्ठद्वारा,28
a2c7963578,यो अन्तर्राष्ट्रिय क्रिकेटको,28
e0e4cf718d,अन्तर्राष्ट्रियस्तरको ख्याति,28
7329f1807d,विद्यार्थी सङ्घबाट राजनीतिमा,28
65317ae965,आँसु सिद्धिचरण श्रेष्ठद्वारा,28
a2b7c5379a,वास्तुकलाको अनुपम र सुन्दरतम,28
58473ce97f,अन्तर्राष्ट्रिय मित्रता दिवश,28
3959b26af1,र जुम्लाको सदरमुकाम चन्दननाथ,28
e5e2ae3b4d,नेबुलाका केन्द्रमा ताराहरूको,28
1700751503,रूढीवादलाई लगभग प्रतिबिम्बित,28
676e685e50,लुइस ब्याङ्क्स विश्वप्रसिद्ध,28
175383ae25,गङ्गा अन्तरिम व्यवस्थापिकामा,28
b1a6ac5c5e,तपाईँले अपलोड गरेको एक दुईटा,28
0c869b937c,नेतृत्व गर्ने महिन्द्रसिंहले,28
1755c3d5d5,नेकपामाओवादीका जिल्ला स्तरीय,28
627d177926,स्वायत्त व्यवस्था लागू गर्ने,28
65a0d9e10e,र जुम्लाको सदरमुकाम चन्दननाथ,28
f090e787f9,महादेवको धार्मिक महत्त्वबारे,28
3972794190,रूम्जाटार ओखलढुङ्गा जिल्लामा,28
2c9318c3dd,अस्ट्रेलियाली सैन्य इतिहासको,28
4ef2b376b2,त्यो ईश्वरलाई अल्लाह भन्दछन्,28
e0c4ddf8e6,कार्यक्रमहरूमा अतिथिको रूपमा,28
fc92a9c33d,यहुदीहरूलाई त्यहाँबाट गरिएको,28
8279255ddd,तिनको प्रधानमन्त्रित्व कालमा,28
f06f02e073,आधुनिकताको प्रारम्भका बारेमा,28
8285186c7d,प्रणालीका आधारमा प्रतिनीधिको,28
a2f8fb5060,क्रिस्टीद्वारा लिखित उपन्यास,28
a7dfe14503,सहरिया दुष्प्रवृत्ति यौनजन्य,28
7d1ee953b4,उपन्यासमा माओबादी द्वन्द्वको,28
7307c6aaec,विष्णुपादुका स्थानमा श्राद्ध,28
a2dc55c139,न्यायशास्त्र थुप्रै भागहरूमा,28
b5e72e4479,लेखिएका निबन्धहरूलाई तार्किक,28
2c788af064,सबैभन्दा महत्त्वपूर्ण दिल्ली,28
f061012fdc,प्रयोगकर्ता पृष्ठहरू जानकारी,28
2c835f7431,शरीरलाई कार्बोहाइड्रेट्स दुई,28
e60b44da0a,जातीय सङ्घीयताको पक्षपोषणलाई,28
e06aa1bd43,आदिवासीहरूद्वारा पोर्ट फिलिप,28
ee6d812373,आज्ञापत्र दक्षिणी प्रशान्तका,28
2ca65bd200,भारतमा फुटबल भलिबल एथलेटिक्स,28
b577cc72da,पहाडी क्षेत्रभित्रको उपत्यका,28
3661eb039f,केन्द्रीय प्रशासनको मुख्यालय,28
0260d9b830,भानुभक्त आचार्यको जन्मजयन्ती,28
616878ff4e,मिलाएर कार्यविनायक नगरपालिका,28
2f7738c016,लेखिएका निबन्धहरूलाई तार्किक,28
e5f8a5df74,बारबडोसका क्यारेबियन द्वीपका,28
e5ecce9833,हल्यान्डबाट सत्रौँ शताब्दीमा,28
b5cc8bda5a,माओवादीको अग्रगामी कार्यदिशा,28
81f0b09773,मोबाइल प्रयोगकर्ताको सङ्ख्या,28
e52eb3140d,पृथ्वीलाई क्षत्रियहीन गरिदिए,28
4e74dcaa38,नेपाली मन्त्रालयका वेबसाइटका,28
b598b11cdf,सङ्घर्षका कार्यक्रमहरू घोषणा,28
e20c0fcf29,यस्ता दावीहरूलाई वैज्ञानिकले,28
e21687d8b6,पैाडेल राजनीतिशास्त्र इतिहास,28
b684ddad4f,कलासिर्जनालाई बाल्यकालदेखिकै,28
b577188c25,विदेशको विवेकी विद्वानहरूलेव,28
832ac5a331,पार्श्वगायक चलचित्र निर्माता,28
8333a85197,मुसलमानहरूलाई इश्वरको कल्पना,28
b69260c2e7,हातखुट्टाको चाल हाउभाउद्वारा,28
594575d1b8,निर्ममतापूर्वक मारिएको थियो।,28
82d3919b63,देवताहरूको पौराणिक मिथकहरूका,28
a2869446c1,त्यो ईश्वरलाई अल्लाह भन्दछन्,28
81e3246613,निर्माताहरूलाई उनीहरूको ठूलो,28
a25bdfbba5,सरकारले धुस्तुङ्गमा माध्यमिक,28
b682f98472,राष्ट्रिय जुनियर प्रतियोगिता,28
16f324a2ec,आधारमा प्रधानमन्त्री र निजको,28
67803054bc,पुर्खाको सम्झनामा पूर्णिमाका,28
4f0bf8610e,पनौतीका बासिन्दाहरू प्रयागमा,28
51b290102b,पत्रपत्रिकाहरूमा दैनिक रूपमा,28
80bbfb0173,कामतापुर अधिराज्यको भाग थियो,28
4db7b9f205,राजनीतिमा लागेको बताउनुहुन्छ,28
1838fe2d0c,संस्थापक श्री श्री रविशंकरले,28
856c7acab5,खुम्चेको स्वादिलो दाना हुन्छ,28
67262bb14f,क्रममा ज्योतिषशास्त्रमा नरहे,28
72417c3a7b,विकासक्षेत्रको सगरमाथा अञ्चल,28
678d0396d1,नेपाली काङ्ग्रेसका केन्द्रीय,28
b43a41b6eb,वास्तुकलाको विशिष्टता झल्कने,28
84f8017911,नेबुलाका केन्द्रमा ताराहरूको,28
fe18864384,अत परमाणुहरूमा आद्यस्पन्दनको,28
e055b6fe60,मन्त्रालयहरू सम्बन्धी लेखहरू,28
e63ff60e73,दुई महत्वूपर्ण सहरहरूमा पर्छ,28
4f179e2886,पछिल्लो अवस्थामा पार्टीभित्र,28
b5909eb937,व्रतालु महिलाले मध्यरात्रिमा,28
1770204d09,भन्ने विपक्षीहरूको प्रचारलाई,28
581e805788,साथै अन्नपूर्ण पदयात्रामार्ग,28
4e89075f8c,क्षेत्रमा सूचीकृत क्षेत्र हो,28
6783bab2da,दुर्घटनाको प्रकृति अध्ययनबाट,28
4f1b1fc9b8,अन्तर्राष्ट्रिय मजदुर सङ्गठन,28
39f0f746f7,इतिहासकार श्रीकृष्ण आचार्यले,28
62a1e4933a,अत्यन्त प्राचीन तथा समृद्ध छ,28
a1c514131a,पुरुषहरूको अभावमा अनिकालसमेत,28
5304b5f7e4,सिद्धान्तहरूको प्रतिपादन भयो,28
e6ecfaf407,आइपर्ने कठिनाइको पूर्वानुमान,28
fbd6c5be9c,क्षेत्रमा सूचीकृत क्षेत्र हो,28
501ea83d81,पर्शुराम सावकोटाजी सर्वप्रथम,28
7e1b9f7f1c,अर्द्धश्लोक विभिन्न अध्यायमा,28
669319636e,टाइलहरूमा प्रयोग गरिएको थियो,28
2b0d94e8c3,राजा वीरेन्द्रको राज्याभिषेक,28
68397ba067,अलमोदोबारकी आमा फ्रान्सिस्का,28
5323bf5bdd,इन्द्रचोकमै जन्मिएका चुडानाथ,28
051d2de5db,उद्योग यन्त्रमानवसम्म प्रचुर,28
f8971e2755,राष्‍ट्रपतिलाई भारतको नागरिक,28
fe5a7f07cc,आत्मालापआत्मकथा दैनिकी आदिमा,28
f15ee7c7e8,क्षेत्रहरूलाई खगोल विज्ञानको,28
020aca1e7d,कविताहरू साहित्यिक पत्रिकामा,28
7e099086dc,मध्यपश्चिमी हिमाली क्षेत्रमा,28
017b4ed1c8,चेलीबेटीलाई मुम्बईबाट उद्धार,28
a70f7f4bab,पितामहको क्षेत्रलाई उत्तरगया,28
3afc7c3250,लगायतका ग्रन्थहरूमा यसबारेमा,28
72340ae447,एक पावरपोइन्ट प्रिजेन्टेसनको,28
73c96ba1c0,शरद्चन्द्र शर्मा भट्टर्राईको,28
de086910a5,सुझावको एउटा ढाँचा वार्तालाप,28
fbc5106ab4,ठाकुरद्वारा बर्दिया जिल्लामा,28
2da095ec84,अन्तर्राष्ट्रिय कुरियर वितरण,28
efa32e4d28,मान्छेहरूले निम्न चाडपर्वहरू,28
b42f649b83,विकासक्षेत्रको सगरमाथा अञ्चल,28
130397f82b,पूर्वी अस्ट्रेलियाको अधिकांश,28
15ea027879,मिला प्रोडक्सनद्वारा निर्मित,28
f1465fc54e,श्रीनन्दको चाँचरीमा उल्लेख छ,28
18bb81fa94,झाँक्री स्थानप्रतिको श्रद्धा,28
