filename,text,total
0cf62b52ab,बलिदेवताको पूजाजेठो हाँगो समाई मूलघर बनाएर मूलघरबाटै बलिको सङ्कल्प पढि धूपबत्ति गराई बलिलाई पर्छिने।,100
02ac0d375c,लुङको देवाली लुङको देवाली नेपालको प्युठान जिल्लाको लुङ गाउँ विकास समितिमा लाग्ने प्रसिद्ध जात्रा हो।,100
7fd2b13c25,अकबरको धार्मिक सहिष्णुताको नीतिले शाही प्रशासनमा सबैका लागि नोकरी र रोजगारका अवसरहरू खोली दिएका थिए।,100
1a17774d3b,अन्य वैज्ञानिकहरू ग्यालेक्सीमा उपस्थित सभ्यताहरूको सङ्ख्याबारे सिद्धान्त प्रतिपादित गर्न सक्रिय रहे।,100
39208e434a,फेब्रुअरीमा मनागुआ निकारागुआका अध्यक्ष ड्यानियल ओर्टेगाले अगस्तो सिजर सान्दिनो सम्मानवाट सम्मान गरे।,100
486dcccf24,एकथरीको भनाइअनुसार साविक नढलेसम्म फेर्नु हुँदैन भन्ने र अर्कोथरीका भनाइअनुसार कहिले ढल्छ कहिले ढल्छ।,100
31fff04a91,वैज्ञानिक वर्गीकरण वनस्पति जगतको ऐनाकार्डियेसी वर्गमा पर्ने आँपका केही रूखहरू धेरै नै अग्ला हुन्छन्।,100
bf76f1fd3b,खोटे सल्लोको केनरी टापु सल्लो तुर्की सल्लो सामुन्द्रिक सल्लो प्रजातिका सल्लाहरूसँग नजिकको सम्बन्ध छ।,100
1d4cb0607d,अर्थ सशस्त्र प्रहरी तथा नेपाली सेना सम्बन्धि विधेयक राजाको पूर्वस्वीकृति लिएर मात्र संशोधन हुन्थ्यो।,100
43823fb116,यसैलाई लक्ष्य बनाइ इक्वल एक्सेस नेपालले आफ्ना कार्यक्रमहरूमा महिला हिंसाविरुद्ध आवाज उठाउने गरेको छ।,100
75da565327,त्यही क्रममा सुनकोसीको बाटो भएर आउँदा दुम्जामा रहेको कुशेश्वर महादेवको लिङ्गलाई तरवारले काटेका हुन्।,100
fdab6e1df5,कल्लेरी नेपालको मध्यमाञ्चल विकास क्षेत्रको बागमती अञ्चल धादिङ जिल्लामा अवस्थित गाउँ विकास समिति हो।,99
f0268462a2,जथाभावी अचाहिँदा चित्रहरू अपलोड गरेका र अनावश्यक वा उपयोगमा नरहेका चित्रहरू पनि मेटाउनुपर्ने हुन्छ।,99
2e783e1cbc,संहिताका मन्त्रहरूमा यस विद्याको बीज अवश्य उपलब्ध हुन्छ परन्तु आरण्यकहरूमा यसैलाई पल्लवित गरिएको छ।,99
2897e703b7,जथाभावी अचाहिँदा चित्रहरू अपलोड गरेका र अनावश्यक वा उपयोगमा नरहेका चित्रहरू पनि मेटाउनुपर्ने हुन्छ।,99
4898307cbf,यूरोपीय दर्शनमा जहाँ संशयवादको जन्म यूनानमा नै भइसकेको थियो वहाँ अज्ञेयवाद आधुनिक युगको विशेषता हो।,99
88a30f8049,कल्लेरी नेपालको मध्यमाञ्चल विकास क्षेत्रको बागमती अञ्चल धादिङ जिल्लामा अवस्थित गाउँ विकास समिति हो।,99
bc27c93cce,पूर्व पश्चिम रनवे बनाउँदा भुन्ग ताउका जनवारलाई ध्वनी प्रदूषण पनि नहुने राय विज्ञहरूले दिइसकेका छन्।,99
2218d9bc82,जथाभावी अचाहिँदा चित्रहरू अपलोड गरेका र अनावश्यक वा उपयोगमा नरहेका चित्रहरू पनि मेटाउनुपर्ने हुन्छ।,99
f8c235b27b,विरोचनका छोरा बलिले अनुरोध गरेपछि भाद्र शुक्ल एकादशीका दिन बलिको आश्रममा मेरो प्रतिमा स्थापित भयो।,98
a275120fcc,अन्य स्थानहरूमा बगैँचामा रुखहरूको पङ्क्तिहरू छन् एवम् मुख्य द्वारदेखि समाधिस्थल सम्म फौव्वारा छन्।,98
7ea561e650,प्रत्यक्ष प्रणालीबाट संविधानसभामा पुग्ने माओवादीका चार जोडीमध्ये एक हुन् टेकेन्द्रप्रसाद भट्ट पनि।,98
6134a1dfab,कुनै तत्त्वको परमाणु क्रमाङ्क त्यसको तत्त्वका नाभिकमा अवस्थित प्रोटोनहरूको सङ्ख्यासँग बराबर हुन्छ।,98
ab5c2319d6,अलौ नेपालको मध्यमाञ्चल विकासक्षेत्र नारायणी अञ्चलको पर्सा जिल्लामा अवस्थित एक गाउँ विकास समिति हो।,98
87fdb99282,प्रत्यक्ष प्रणालीबाट संविधानसभामा पुग्ने माओवादीका चार जोडीमध्ये एक हुन् टेकेन्द्रप्रसाद भट्ट पनि।,98
a7d48df53a,अलौ नेपालको मध्यमाञ्चल विकासक्षेत्र नारायणी अञ्चलको पर्सा जिल्लामा अवस्थित एक गाउँ विकास समिति हो।,98
7c1cfa6697,कुनै पनि संसदीय निर्वाचनमा भाग नलिएकी यादव सबै चुनावहरूमा पार्टीका निम्ति सक्रिय रहँदै आउनुभएको छ।,98
2e29b9af7c,पञ्चरत्नको चुल्या पञ्चधातुको पास्नी इहि बाह्राः विवाहको बेलामा श्रृङ्गारको रूपमा प्रयोग हुने गहना।,98
163f00f330,यो ब्याज तेस्रो चरणको अन्नपूर्ण ब्याज प्रदान गरेपछि स्काउटहरूलाई प्रदान गरिने चौथो चरणको ब्याज हो।,98
f4cd78f24e,खिलचिने नेपाल भारत तथा अन्य स्थानहरूमा बसोबास गर्ने हिन्दू धर्मावलम्बी विशेषतया नेपालीहरूको थर हो।,98
92a59d5b1c,यो ब्याज तेस्रो चरणको अन्नपूर्ण ब्याज प्रदान गरेपछि स्काउटहरूलाई प्रदान गरिने चौथो चरणको ब्याज हो।,98
52b1fbfcf4,जापानी सामन्तहरूले कोरियामा दुई पल्ट चढाई गरेकोमा उनलाई कोरिया तथा चीन को मिङ्ग शासकहरूले हराइदिए।,98
167948fd7e,राष्ट्रिय चिह्नहरूले मुलुकको परम्परा भेषभूषा र रहनसहन एवम् सांस्कृतिक पहिचानलाई विचार गरेको हुन्छ।,98
fd6fdaf1f2,अप्रिलको दिन खानीमा काम गर्नेहरुको राष्ट्रिय युनियनको अध्यक्ष बनेर केन्द्रीय समितिलाई सम्बोधन गरे।,98
a3d517df80,बिना अनुसन्धान र केवल राशिका आधारमा लगाएको रत्नले तपाईँलाई दुस्परिणाम पनि प्राप्त भैरहेको हुनसक्छ।,98
73db878abc,सूर्य उपासनासँग सम्बन्धित छठ पर्व प्रत्येक वर्ष कात्तिक शुक्ल पञ्चमी र षष्ठीका दिन मनाइने गरिन्छ।,97
d5d23ccba1,कोराक नेपालको मध्यमाञ्चल विकासक्षेत्र नारायणी अञ्चलको चितवन जिल्लामा अवस्थित गाउँ विकास समिति हो।,97
7ec5b3fc5d,यी नेवार जातिमध्ये कतिपय सात तले नुवाकोट दरबारको निर्माणका लागि आएका हुनसक्ने अनुमान गर्न सकिन्छ।,97
5c9b2e9e7d,नीलाम्बर पीताम्बर विश्वविद्यालय भारतको राज्य झारखण्डको मेदिनीनगरमा अवस्थित एउटा विश्वविद्यालय हो।,97
37e19626ee,यो सम्प्रदायेले महमति श्री प्राणनाथ प्रनिथ श्रीमततारतम सागरलाई आफ्नो प्रमुख धर्म ग्रन्थ मान्दछन्।,97
aee008349e,चरा समुहका प्राणीमा पर्ने प्राणीहरूको पहिचान प्राणीको शरीरमा रहेका चुच्चो र पखेटाबाट गर्न सकिन्छ।,97
f203db62a6,कोराक नेपालको मध्यमाञ्चल विकासक्षेत्र नारायणी अञ्चलको चितवन जिल्लामा अवस्थित गाउँ विकास समिति हो।,97
b5777693a2,यी नेवार जातिमध्ये कतिपय सात तले नुवाकोट दरबारको निर्माणका लागि आएका हुनसक्ने अनुमान गर्न सकिन्छ।,97
67fa0c4aab,अण्डमान मलय भाषाको हांदुमन शब्दबाट लिईएको छ जुन हिन्दुहरूको भगवान हनुमान शब्दको परिवर्तित रूप हो।,97
e1e9ce33f1,जसले रामले स्थापना गर्नुभएको रामेश्वर शिवलाई दर्शन गर्छ त्यसको ब्रह्म हत्यादि पाप पनि नष्ट हुन्छ।,97
ee563f50c3,नेपालको मध्यपश्चिमाञ्चल विकास क्षेत्रको कर्णाली अञ्चल मुगु जिल्लामा अवस्थित गाउँ विकास समिति हो।,96
bc87fecbb1,प्रथम युगको अन्तमा सौरन आफ्नो सैतानी मालिक मोर्गथ मेल्करको देवताहरूद्वारा हारबाट बचेर निस्किन्छ।,96
8e0d504fe7,संविधानमा समावेश हुन सक्ने केही विषयवस्तुहरू अन्तरिम संविधानमा विल्कुलै समावेश नभएका हुन सक्छन्।,96
ecf135f5b0,विश्वभरिका हिन्दूको पवित्र स्थलका रूपमा रहेको पशुपतिनाथ मन्दिर प्यागोडा शैलीमा निर्माण गरिएको छ।,96
da4a93fa2d,दुई संगठन भूमिगत तन्त्रको सञ्चालन गर्छन निजी टोकियो मेट्रो र सरकारी टोकिन महानगर यातायात ब्युरो।,96
7beb0cedaa,बिरामीहरूको सरल उपचार र अस्पताल व्यवस्थापनका लागी विभिन्न विभागमा विभाजन गरि सुविधा दिने गरिन्छ।,96
8ddc0194dd,यस क्षेत्रको समस्याहरूमा विद्रोह बेरोजगारी मादक पदार्थहरूको सेवन र आधारभूत सुविधाहरूको अभाव हो।,95
96596b4af8,वैज्ञानिक कार्ल सेगनको विश्वास छ कि परग्रही जीवनजस्ता जीवाणुहरू पुरा ब्रह्माण्डभरी फैलिएका छन्।,95
13d42f952c,भारतसँग नेपालको खुला सिमाना भएकोले नेपाल भारत सिमामा धेरै ठाउँमा सिमा विवादको समस्या भइरहेको छ।,95
b882f6b91e,यस क्षेत्रको समस्याहरूमा विद्रोह बेरोजगारी मादक पदार्थहरूको सेवन र आधारभूत सुविधाहरूको अभाव हो।,95
7b9241ba0d,बाल्यावस्थामा नै मीराले एक ऋषिबाट भगवान कृष्णको सुन्दर मूर्ति उपहार स्वरूप प्राप्त गरेकी थिइन्।,95
ebc6a33a9d,यहाँका बासिन्दाहरू धेरैजसो खेतिपातीमै निर्भर भएपनि नोकरी र व्यापार गर्नेहरूको सङ्ख्या बढ्दो छ।,94
70ef50ba40,त्यसपछि क्लोनिङ गरिने प्राणीबाट प्राप्त विकसित कोषलाई न्युक्लियस विहीन डिम्बमा प्रवेश गराइन्छ।,94
450613dab7,धनुषा नेपालको मध्यमाञ्चल विकास क्षेत्रको जनकपुर अञ्चलमा अवस्थित घनाबस्ती भएको उर्वर जिल्ला हो।,94
24990e667b,धनुषा नेपालको मध्यमाञ्चल विकास क्षेत्रको जनकपुर अञ्चलमा अवस्थित घनाबस्ती भएको उर्वर जिल्ला हो।,94
076e453b6a,नौमति अन्तर्गतको ताल दिने अर्को बाजा हो ट्याम्को जसको बनावट झण्डै झण्डै सानो दमाहाजस्तै हुन्छ।,94
ed7f19e401,धनुषा नेपालको मध्यमाञ्चल विकास क्षेत्रको जनकपुर अञ्चलमा अवस्थित घनाबस्ती भएको उर्वर जिल्ला हो।,94
6ace93f6be,यहाँका बासिन्दाहरू धेरैजसो खेतिपातीमै निर्भर भएपनि नोकरी र व्यापार गर्नेहरूको सङ्ख्या बढ्दो छ।,94
8fa829d2f7,बलिको टाउकोको भाग सीकाःभ्वय् खाने भनी जात्राको भोलिपल्ट सम्पूर्ण गुठियारले सी लिएर भोज खाइन्छ।,94
bd3c3660b2,त्यसपछि दाजुभाइको मङ्गलको कामना गर्दै ढोकामा ओखरको तथा यमराजको पूजा गरी कालको बाटो छेक्नुपर्छ।,94
5f8b7c0b48,सरकार देशप्रेमी र श्रीसम्पन्न व्यक्तिहरूका सहायताबाट यस उद्देश्यको पूर्ति असम्भव हुुनु हुँदैन।,94
3635ecda82,त्यसपछि दाजुभाइको मङ्गलको कामना गर्दै ढोकामा ओखरको तथा यमराजको पूजा गरी कालको बाटो छेक्नुपर्छ।,94
0c873b8e61,त्यसपछि क्लोनिङ गरिने प्राणीबाट प्राप्त विकसित कोषलाई न्युक्लियस विहीन डिम्बमा प्रवेश गराइन्छ।,94
31eaa9b5cb,मानिसले मानिसको भलो चिताउन मानिस विचारशील नभएर समाज सृजनाको महत्वको ज्ञान मानिसलाई हुन सक्दैन।,94
df523b4a9f,अन्ततः अफगानिस्तानलाई आफूले चाहेअनुरूपको सन्धिमा हस्ताक्षर गराउन तत्कालीन भारत सफल भएको थियो।,93
38d8bec9cb,तर आफ्नो समयका साह्रै शक्तिशाली कलम भएका कविलाई नजिकबाट बुझ्ने मौका पाएकोमा चाहिँ गर्व लाग्छ।,93
8d23dd2d4d,पारूहाङ र सुम्निमाले आदिकालमा पानी जमाउने भाँडोको रूपमा सर्वप्रथम चिन्डोकै प्रयोग गेरेका थिए।,93
9f4bd72df9,फोइल लिएर प्रतिस्पर्धा गर्दा विपक्षी खेलाडीको शरीरमा तरवारको टुप्पोले मात्र प्रहार गर्नुपर्छ।,93
00959e7b6b,भविष्यमा कुनै पनि समय नेपाली अङ्कको सट्टा अङ्ग्रेजी अङ्क लेखिने सम्भाव्यतालाई नकार्न सकिँदैन।,93
184f87ca5b,त्यति लामो ग्रेटवाल मुनिबाट वारिपारि जाने उद्देश्यले मुख्यमुख्य ठाउँमा प्रवेशद्वार बनाइएको छ।,93
e5bcf6cdaa,हवाई यातायातद्वारा दिल्ली इन्दिरा गान्धी अन्तरराष्ट्रिय विमानस्थलबाट पुरै विश्वसँग जोडिएको छ।,93
9168deca6c,फोइल लिएर प्रतिस्पर्धा गर्दा विपक्षी खेलाडीको शरीरमा तरवारको टुप्पोले मात्र प्रहार गर्नुपर्छ।,93
1966e565b0,फोइल लिएर प्रतिस्पर्धा गर्दा विपक्षी खेलाडीको शरीरमा तरवारको टुप्पोले मात्र प्रहार गर्नुपर्छ।,93
129db5bd5f,यो मन्दिर पृथ्वीनारायण शाहका फौजी रामकृष्ण कुँवरले निर्माण गर्न लगाएका हुन् भन्ने मान्यता छ ।,93
01573f2090,बगैंचाको पुरानो पहिचानलाई नबिग्रने गरी समयानुकूल परिवर्तन गर्ने तयारीमा लागेको पनि उनले बताए।,93
63e087160e,न्यू होराइजन आउमावि पाल्पा जिल्लाको तानसेनको काजिपौवामा रहेको एउटा उच्च माध्यमिक विद्यालय हो।,93
f518a1bfe2,तर आफ्नो समयका साह्रै शक्तिशाली कलम भएका कविलाई नजिकबाट बुझ्ने मौका पाएकोमा चाहिँ गर्व लाग्छ।,93
d5c3e27fe0,परशुरामका पिताले क्रोधका कारण आवेशमा पटक पटक आफ्ना चारै छोराहरूलाई आमाको हत्या गर्न आदेश दिए।,93
df25f0b850,यस व्रतलाई विधिपूर्वक गर्नाले समस्त पाप नाश हुन्छन् तथा राक्षस आदि योनिबाट पनि मुक्ति पाइन्छ।,93
686f4b0ac8,अगस्तमा जापान ब्रिटेन आदिको तर्फबाट अनि केही समयपछि टर्की जर्मनीको तर्फबाट युद्धमा सामेल भए।,92
32bdaa274c,डि एन डि फ्लाइवे र नौयडा ग्रेटर नौयडा एक्स्प्रेसवे दिल्लीलाई दुई मुख्य उपनगरहरूसँग जोड्ने छ।,92
be616aa051,यस पर्वका समयमा थारू बस्तीमा जुनसुकै युवती जुनसुकै युवकलाई र्‍याखर्‍याख पारिरहेका भेटिन्छन्।,92
628653879c,दिपेन्द्रको ग्ल्यामरस तथा थ्रिल कन्सेप्टमा आधारित चलचित्र चपली हाइटले राम्रो व्यापार गर्‍यो।,92
4bd485a3de,धनको कमीका कारण अगाडि आएर धेरै कठिनाइ हुन्छ र अस्पतालका निम्नलिखित उद्देश्य पूरा हुन सक्दैन।,92
92b7c386d0,दिपेन्द्रको ग्ल्यामरस तथा थ्रिल कन्सेप्टमा आधारित चलचित्र चपली हाइटले राम्रो व्यापार गर्‍यो।,92
750135d2ee,अगस्तमा जापान ब्रिटेन आदिको तर्फबाट अनि केही समयपछि टर्की जर्मनीको तर्फबाट युद्धमा सामेल भए।,92
b64dfeb8e7,सुरुमा शान्तिपूर्ण रहेको त्यो आन्दोलन एक वर्षपछि वर्ग शत्रु खत्तम को नाममा हिंसात्मक बन्यो।,91
f752370820,सबैको सहमति र सहकार्यमा बन्ने संविधानले नै नयाँ नेपालको मार्गचित्र कोर्ने उहाँको विश्वास छ।,91
18a9405b67,हरिहर भवनअगाडिको मैदानमा भएको प्रतियोगितामा नरेश एघार पहिलो र एनआरटी एघार दोस्रो भएको थियो।,91
b2028f3399,यही अवधिमा उहाँले फूलचोकीमा फलाम खानी र स्वयम्भु क्षेत्रमा सुनखानीको अध्ययन गर्नुभएको थियो।,91
8da017556a,प्रारम्भिक अवस्थामा यसको योजना छ मार्गहरूमा चलाउने छ जुन दिल्लीलाई ज्यादातर भागसँग जोड्नेछ।,91
